STATE.UT,id,Year,CAUSE,Male,Female,Total
MADHYA PRADESH,20,2006,Diploma,28,23,51
MADHYA PRADESH,20,2006,Graduate,37,29,66
MADHYA PRADESH,20,2006,Post Graduate and Above,26,8,34
MADHYA PRADESH,20,2007,No Education,855,739,1594
MADHYA PRADESH,20,2007,Primary,777,740,1517
MADHYA PRADESH,20,2007,Middle,789,628,1417
MADHYA PRADESH,20,2007,Matriculate/Secondary,665,473,1138
MADHYA PRADESH,20,2007,Hr. Secondary/Intermediate/Pre-University,321,240,561
MADHYA PRADESH,20,2007,Diploma,18,18,36
MADHYA PRADESH,20,2007,Graduate,38,19,57
MADHYA PRADESH,20,2007,Post Graduate and Above,7,2,9
MADHYA PRADESH,20,2008,No Education,991,922,1913
MADHYA PRADESH,20,2008,Primary,971,854,1825
MADHYA PRADESH,20,2008,Middle,947,681,1628
MADHYA PRADESH,20,2008,Matriculate/Secondary,748,387,1135
MADHYA PRADESH,20,2008,Hr. Secondary/Intermediate/Pre-University,522,366,888
MADHYA PRADESH,20,2008,Diploma,42,18,60
MADHYA PRADESH,20,2008,Graduate,107,34,141
MADHYA PRADESH,20,2008,Post Graduate and Above,37,2,39
MADHYA PRADESH,20,2009,No Education,1132,1100,2232
MADHYA PRADESH,20,2009,Primary,1149,864,2013
MADHYA PRADESH,20,2009,Middle,1143,892,2035
MADHYA PRADESH,20,2009,Matriculate/Secondary,818,573,1391
MADHYA PRADESH,20,2009,Hr. Secondary/Intermediate/Pre-University,627,473,1100
MADHYA PRADESH,20,2009,Diploma,66,45,111
MADHYA PRADESH,20,2009,Graduate,71,41,112
MADHYA PRADESH,20,2009,Post Graduate and Above,94,25,119
MADHYA PRADESH,20,2010,No Education,1149,988,2137
MADHYA PRADESH,20,2010,Primary,1088,910,1998
MADHYA PRADESH,20,2010,Middle,1115,863,1978
MADHYA PRADESH,20,2010,Matriculate/Secondary,937,621,1558
MADHYA PRADESH,20,2010,Hr. Secondary/Intermediate/Pre-University,536,382,918
MADHYA PRADESH,20,2010,Diploma,83,60,143
MADHYA PRADESH,20,2010,Graduate,111,59,170
MADHYA PRADESH,20,2010,Post Graduate and Above,68,33,101
MADHYA PRADESH,20,2011,No Education,1043,905,1948
MADHYA PRADESH,20,2011,Primary,1156,918,2074
MADHYA PRADESH,20,2011,Middle,1161,956,2117
MADHYA PRADESH,20,2011,Matriculate/Secondary,1071,733,1804
MADHYA PRADESH,20,2011,Hr. Secondary/Intermediate/Pre-University,598,447,1045
MADHYA PRADESH,20,2011,Diploma,68,21,89
MADHYA PRADESH,20,2011,Graduate,96,37,133
MADHYA PRADESH,20,2011,Post Graduate and Above,47,2,49
MADHYA PRADESH,20,2012,No Education,1272,1138,2410
MADHYA PRADESH,20,2012,Primary,1229,817,2046
MADHYA PRADESH,20,2012,Middle,1205,827,2032
MADHYA PRADESH,20,2012,Matriculate/Secondary,1143,721,1864
MADHYA PRADESH,20,2012,Hr. Secondary/Intermediate/Pre-University,630,388,1018
MADHYA PRADESH,20,2012,Diploma,84,26,110
MADHYA PRADESH,20,2012,Graduate,162,66,228
MADHYA PRADESH,20,2012,Post Graduate and Above,49,18,67
MADHYA PRADESH,20,2013,No Education,1088,961,2049
MADHYA PRADESH,20,2013,Primary,1215,912,2127
MADHYA PRADESH,20,2013,Middle,1261,852,2113
MADHYA PRADESH,20,2013,Matriculate/Secondary,1171,598,1769
MADHYA PRADESH,20,2013,Hr. Secondary/Intermediate/Pre-University,721,392,1113
MADHYA PRADESH,20,2013,Diploma,54,15,69
MADHYA PRADESH,20,2013,Graduate,134,43,177
MADHYA PRADESH,20,2013,Post Graduate and Above,26,3,29
MADHYA PRADESH,20,2014,No Education,949,700,1649
MADHYA PRADESH,20,2014,Primary,1001,754,1755
MADHYA PRADESH,20,2014,Middle,1135,803,1938
MADHYA PRADESH,20,2014,Matriculate/Secondary,937,543,1480
MADHYA PRADESH,20,2014,Hr. Secondary/Intermediate/Pre-University,760,585,1345
MADHYA PRADESH,20,2014,Diploma,28,9,37
MADHYA PRADESH,20,2014,Graduate,96,38,134
MADHYA PRADESH,20,2014,Post Graduate and Above,9,4,13
MAHARASHTRA,21,2001,No Education,1552,1189,2741
MAHARASHTRA,21,2001,Primary,2478,1471,3949
MAHARASHTRA,21,2001,Middle,2587,1375,3962
MAHARASHTRA,21,2001,Matriculate/Secondary,2060,895,2955
MAHARASHTRA,21,2001,Hr. Secondary/Intermediate/Pre-University,448,265,713
MAHARASHTRA,21,2001,Diploma,78,23,101
MAHARASHTRA,21,2001,Graduate,102,50,152
MAHARASHTRA,21,2001,Post Graduate and Above,33,12,45
MAHARASHTRA,21,2002,No Education,1650,1141,2791
MAHARASHTRA,21,2002,Primary,2464,1360,3824
MAHARASHTRA,21,2002,Middle,2512,1333,3845
MAHARASHTRA,21,2002,Matriculate/Secondary,2061,943,3004
MAHARASHTRA,21,2002,Hr. Secondary/Intermediate/Pre-University,526,245,771
MAHARASHTRA,21,2002,Diploma,88,18,106
MAHARASHTRA,21,2002,Graduate,127,37,164
MAHARASHTRA,21,2002,Post Graduate and Above,19,5,24
MAHARASHTRA,21,2003,No Education,1526,1128,2654
MAHARASHTRA,21,2003,Primary,2638,1395,4033
MAHARASHTRA,21,2003,Middle,2546,1228,3774
MAHARASHTRA,21,2003,Matriculate/Secondary,2265,946,3211
MAHARASHTRA,21,2003,Hr. Secondary/Intermediate/Pre-University,642,213,855
MAHARASHTRA,21,2003,Diploma,71,12,83
MAHARASHTRA,21,2003,Graduate,88,22,110
MAHARASHTRA,21,2003,Post Graduate and Above,34,6,40
MAHARASHTRA,21,2004,No Education,1476,1089,2565
MAHARASHTRA,21,2004,Primary,2681,1382,4063
MAHARASHTRA,21,2004,Middle,2477,1106,3583
MAHARASHTRA,21,2004,Matriculate/Secondary,2363,966,3329
MAHARASHTRA,21,2004,Hr. Secondary/Intermediate/Pre-University,695,231,926
MAHARASHTRA,21,2004,Diploma,75,16,91
MAHARASHTRA,21,2004,Graduate,116,32,148
MAHARASHTRA,21,2004,Post Graduate and Above,20,4,24
MAHARASHTRA,21,2005,No Education,1423,959,2382
MAHARASHTRA,21,2005,Primary,2570,1414,3984
MAHARASHTRA,21,2005,Middle,2634,1190,3824
MAHARASHTRA,21,2005,Matriculate/Secondary,2143,915,3058
MAHARASHTRA,21,2005,Hr. Secondary/Intermediate/Pre-University,606,262,868
MAHARASHTRA,21,2005,Diploma,98,20,118
MAHARASHTRA,21,2005,Graduate,108,48,156
MAHARASHTRA,21,2005,Post Graduate and Above,21,15,36
MAHARASHTRA,21,2006,No Education,1340,923,2263
MAHARASHTRA,21,2006,Primary,2719,1361,4080
MAHARASHTRA,21,2006,Middle,3055,1371,4426
MAHARASHTRA,21,2006,Matriculate/Secondary,2397,987,3384
MAHARASHTRA,21,2006,Hr. Secondary/Intermediate/Pre-University,736,264,1000
MAHARASHTRA,21,2006,Diploma,86,25,111
MAHARASHTRA,21,2006,Graduate,157,47,204
MAHARASHTRA,21,2006,Post Graduate and Above,20,6,26
MAHARASHTRA,21,2007,No Education,1334,802,2136
MAHARASHTRA,21,2007,Primary,2875,1312,4187
MAHARASHTRA,21,2007,Middle,2913,1365,4278
MAHARASHTRA,21,2007,Matriculate/Secondary,2334,932,3266
MAHARASHTRA,21,2007,Hr. Secondary/Intermediate/Pre-University,703,275,978
MAHARASHTRA,21,2007,Diploma,111,24,135
MAHARASHTRA,21,2007,Graduate,126,52,178
MAHARASHTRA,21,2007,Post Graduate and Above,24,2,26
MAHARASHTRA,21,2008,No Education,1264,736,2000
MAHARASHTRA,21,2008,Primary,2808,1292,4100
MAHARASHTRA,21,2008,Middle,2598,1263,3861
MAHARASHTRA,21,2008,Matriculate/Secondary,2305,881,3186
MAHARASHTRA,21,2008,Hr. Secondary/Intermediate/Pre-University,705,260,965
MAHARASHTRA,21,2008,Diploma,72,19,91
MAHARASHTRA,21,2008,Graduate,122,27,149
MAHARASHTRA,21,2008,Post Graduate and Above,15,7,22
MAHARASHTRA,21,2009,No Education,1260,700,1960
MAHARASHTRA,21,2009,Primary,2465,1140,3605
MAHARASHTRA,21,2009,Middle,2765,1312,4077
MAHARASHTRA,21,2009,Matriculate/Secondary,2302,977,3279
MAHARASHTRA,21,2009,Hr. Secondary/Intermediate/Pre-University,746,297,1043
MAHARASHTRA,21,2009,Diploma,69,26,95
MAHARASHTRA,21,2009,Graduate,162,55,217
MAHARASHTRA,21,2009,Post Graduate and Above,16,8,24
MAHARASHTRA,21,2010,No Education,1207,694,1901
MAHARASHTRA,21,2010,Primary,2778,1387,4165
MAHARASHTRA,21,2010,Middle,2852,1227,4079
MAHARASHTRA,21,2010,Matriculate/Secondary,2958,1289,4247
MAHARASHTRA,21,2010,Hr. Secondary/Intermediate/Pre-University,778,353,1131
MAHARASHTRA,21,2010,Diploma,99,33,132
MAHARASHTRA,21,2010,Graduate,160,61,221
MAHARASHTRA,21,2010,Post Graduate and Above,26,14,40
MAHARASHTRA,21,2011,No Education,1159,694,1853
MAHARASHTRA,21,2011,Primary,2928,1350,4278
MAHARASHTRA,21,2011,Middle,2764,1290,4054
MAHARASHTRA,21,2011,Matriculate/Secondary,2891,1249,4140
MAHARASHTRA,21,2011,Hr. Secondary/Intermediate/Pre-University,881,375,1256
MAHARASHTRA,21,2011,Diploma,93,35,128
MAHARASHTRA,21,2011,Graduate,151,61,212
MAHARASHTRA,21,2011,Post Graduate and Above,20,6,26
MAHARASHTRA,21,2012,No Education,1187,655,1842
MAHARASHTRA,21,2012,Primary,2926,1280,4206
MAHARASHTRA,21,2012,Middle,2962,1202,4164
MAHARASHTRA,21,2012,Matriculate/Secondary,3070,1175,4245
MAHARASHTRA,21,2012,Hr. Secondary/Intermediate/Pre-University,831,378,1209
MAHARASHTRA,21,2012,Diploma,140,46,186
MAHARASHTRA,21,2012,Graduate,170,65,235
MAHARASHTRA,21,2012,Post Graduate and Above,18,7,25
MAHARASHTRA,21,2013,No Education,1255,647,1902
MAHARASHTRA,21,2013,Primary,2730,1191,3921
MAHARASHTRA,21,2013,Middle,3224,1260,4484
MAHARASHTRA,21,2013,Matriculate/Secondary,3221,1137,4358
MAHARASHTRA,21,2013,Hr. Secondary/Intermediate/Pre-University,1072,361,1433
MAHARASHTRA,21,2013,Diploma,137,36,173
MAHARASHTRA,21,2013,Graduate,222,86,308
MAHARASHTRA,21,2013,Post Graduate and Above,31,12,43
MAHARASHTRA,21,2014,No Education,1064,552,1616
MAHARASHTRA,21,2014,Primary,2495,948,3443
MAHARASHTRA,21,2014,Middle,2820,1063,3883
MAHARASHTRA,21,2014,Matriculate/Secondary,3388,1177,4565
MAHARASHTRA,21,2014,Hr. Secondary/Intermediate/Pre-University,1449,505,1954
MAHARASHTRA,21,2014,Diploma,115,45,160
MAHARASHTRA,21,2014,Graduate,243,88,331
MAHARASHTRA,21,2014,Post Graduate and Above,11,5,16
MANIPUR,22,2001,No Education,3,4,7
MANIPUR,22,2001,Primary,4,2,6
MANIPUR,22,2001,Middle,4,5,9
MANIPUR,22,2001,Matriculate/Secondary,10,5,15
MANIPUR,22,2001,Hr. Secondary/Intermediate/Pre-University,3,0,3
MANIPUR,22,2001,Diploma,0,0,0
MANIPUR,22,2001,Graduate,0,1,1
MANIPUR,22,2001,Post Graduate and Above,0,0,0
MANIPUR,22,2002,No Education,3,1,4
MANIPUR,22,2002,Primary,2,1,3
MANIPUR,22,2002,Middle,11,3,14
MANIPUR,22,2002,Matriculate/Secondary,6,2,8
MANIPUR,22,2002,Hr. Secondary/Intermediate/Pre-University,7,2,9
MANIPUR,22,2002,Diploma,0,0,0
MANIPUR,22,2002,Graduate,1,0,1
MANIPUR,22,2002,Post Graduate and Above,0,0,0
MANIPUR,22,2003,No Education,0,0,0
MANIPUR,22,2003,Primary,0,0,0
MANIPUR,22,2003,Middle,8,3,11
MANIPUR,22,2003,Matriculate/Secondary,5,1,6
MANIPUR,22,2003,Hr. Secondary/Intermediate/Pre-University,8,1,9
MANIPUR,22,2003,Diploma,0,0,0
MANIPUR,22,2003,Graduate,0,0,0
MANIPUR,22,2003,Post Graduate and Above,0,0,0
MANIPUR,22,2004,No Education,1,0,1
MANIPUR,22,2004,Primary,3,0,3
MANIPUR,22,2004,Middle,12,5,17
MANIPUR,22,2004,Matriculate/Secondary,12,4,16
MANIPUR,22,2004,Hr. Secondary/Intermediate/Pre-University,2,0,2
MANIPUR,22,2004,Diploma,1,0,1
MANIPUR,22,2004,Graduate,1,0,1
MANIPUR,22,2004,Post Graduate and Above,0,0,0
MANIPUR,22,2005,No Education,2,1,3
MANIPUR,22,2005,Primary,1,1,2
MANIPUR,22,2005,Middle,8,1,9
MANIPUR,22,2005,Matriculate/Secondary,10,1,11
MANIPUR,22,2005,Hr. Secondary/Intermediate/Pre-University,2,0,2
MANIPUR,22,2005,Diploma,0,0,0
MANIPUR,22,2005,Graduate,0,0,0
MANIPUR,22,2005,Post Graduate and Above,0,0,0
MANIPUR,22,2006,No Education,1,0,1
MANIPUR,22,2006,Primary,1,1,2
MANIPUR,22,2006,Middle,10,0,10
MANIPUR,22,2006,Matriculate/Secondary,8,8,16
MANIPUR,22,2006,Hr. Secondary/Intermediate/Pre-University,4,3,7
MANIPUR,22,2006,Diploma,0,0,0
MANIPUR,22,2006,Graduate,0,0,0
MANIPUR,22,2006,Post Graduate and Above,0,0,0
MANIPUR,22,2007,No Education,2,2,4
MANIPUR,22,2007,Primary,0,3,3
MANIPUR,22,2007,Middle,10,3,13
MANIPUR,22,2007,Matriculate/Secondary,11,2,13
MANIPUR,22,2007,Hr. Secondary/Intermediate/Pre-University,5,1,6
MANIPUR,22,2007,Diploma,0,0,0
MANIPUR,22,2007,Graduate,0,0,0
MANIPUR,22,2007,Post Graduate and Above,0,0,0
MANIPUR,22,2008,No Education,2,0,2
MANIPUR,22,2008,Primary,0,1,1
MANIPUR,22,2008,Middle,11,6,17
MANIPUR,22,2008,Matriculate/Secondary,7,3,10
MANIPUR,22,2008,Hr. Secondary/Intermediate/Pre-University,2,1,3
MANIPUR,22,2008,Diploma,1,0,1
MANIPUR,22,2008,Graduate,0,0,0
MANIPUR,22,2008,Post Graduate and Above,0,0,0
MANIPUR,22,2009,No Education,1,3,4
MANIPUR,22,2009,Primary,3,2,5
MANIPUR,22,2009,Middle,2,3,5
MANIPUR,22,2009,Matriculate/Secondary,12,1,13
MANIPUR,22,2009,Hr. Secondary/Intermediate/Pre-University,0,0,0
MANIPUR,22,2009,Diploma,0,0,0
MANIPUR,22,2009,Graduate,0,0,0
MANIPUR,22,2009,Post Graduate and Above,0,0,0
MANIPUR,22,2010,No Education,0,1,1
MANIPUR,22,2010,Primary,7,4,11
MANIPUR,22,2010,Middle,5,5,10
MANIPUR,22,2010,Matriculate/Secondary,9,3,12
MANIPUR,22,2010,Hr. Secondary/Intermediate/Pre-University,3,0,3
MANIPUR,22,2010,Diploma,0,0,0
MANIPUR,22,2010,Graduate,0,0,0
MANIPUR,22,2010,Post Graduate and Above,0,0,0
MANIPUR,22,2011,No Education,1,1,2
MANIPUR,22,2011,Primary,2,4,6
MANIPUR,22,2011,Middle,4,5,9
MANIPUR,22,2011,Matriculate/Secondary,6,5,11
MANIPUR,22,2011,Hr. Secondary/Intermediate/Pre-University,4,0,4
MANIPUR,22,2011,Diploma,0,0,0
MANIPUR,22,2011,Graduate,1,0,1
MANIPUR,22,2011,Post Graduate and Above,0,0,0
MANIPUR,22,2012,No Education,0,4,4
MANIPUR,22,2012,Primary,1,0,1
MANIPUR,22,2012,Middle,1,4,5
MANIPUR,22,2012,Matriculate/Secondary,10,8,18
MANIPUR,22,2012,Hr. Secondary/Intermediate/Pre-University,10,2,12
MANIPUR,22,2012,Diploma,0,0,0
MANIPUR,22,2012,Graduate,1,0,1
MANIPUR,22,2012,Post Graduate and Above,0,0,0
MANIPUR,22,2013,No Education,2,0,2
MANIPUR,22,2013,Primary,4,2,6
MANIPUR,22,2013,Middle,3,3,6
MANIPUR,22,2013,Matriculate/Secondary,7,5,12
MANIPUR,22,2013,Hr. Secondary/Intermediate/Pre-University,6,4,10
MANIPUR,22,2013,Diploma,0,1,1
MANIPUR,22,2013,Graduate,0,0,0
MANIPUR,22,2013,Post Graduate and Above,0,0,0
MANIPUR,22,2014,No Education,3,3,6
MANIPUR,22,2014,Primary,0,0,0
MANIPUR,22,2014,Middle,3,2,5
MANIPUR,22,2014,Matriculate/Secondary,10,7,17
MANIPUR,22,2014,Hr. Secondary/Intermediate/Pre-University,6,3,9
MANIPUR,22,2014,Diploma,0,0,0
MANIPUR,22,2014,Graduate,0,0,0
MANIPUR,22,2014,Post Graduate and Above,0,0,0
MEGHALAYA,23,2001,No Education,16,5,21
MEGHALAYA,23,2001,Primary,13,6,19
MEGHALAYA,23,2001,Middle,26,6,32
MEGHALAYA,23,2001,Matriculate/Secondary,6,1,7
MEGHALAYA,23,2001,Hr. Secondary/Intermediate/Pre-University,4,0,4
MEGHALAYA,23,2001,Diploma,0,0,0
MEGHALAYA,23,2001,Graduate,4,0,4
MEGHALAYA,23,2001,Post Graduate and Above,0,0,0
MEGHALAYA,23,2002,No Education,21,10,31
MEGHALAYA,23,2002,Primary,9,5,14
MEGHALAYA,23,2002,Middle,9,3,12
MEGHALAYA,23,2002,Matriculate/Secondary,8,0,8
MEGHALAYA,23,2002,Hr. Secondary/Intermediate/Pre-University,2,0,2
MEGHALAYA,23,2002,Diploma,0,0,0
MEGHALAYA,23,2002,Graduate,0,0,0
MEGHALAYA,23,2002,Post Graduate and Above,0,0,0
MEGHALAYA,23,2003,No Education,10,2,12
MEGHALAYA,23,2003,Primary,4,0,4
MEGHALAYA,23,2003,Middle,10,3,13
MEGHALAYA,23,2003,Matriculate/Secondary,5,2,7
MEGHALAYA,23,2003,Hr. Secondary/Intermediate/Pre-University,2,2,4
MEGHALAYA,23,2003,Diploma,0,0,0
MEGHALAYA,23,2003,Graduate,1,0,1
MEGHALAYA,23,2003,Post Graduate and Above,0,0,0
MEGHALAYA,23,2004,No Education,9,6,15
MEGHALAYA,23,2004,Primary,7,3,10
MEGHALAYA,23,2004,Middle,9,3,12
MEGHALAYA,23,2004,Matriculate/Secondary,6,1,7
MEGHALAYA,23,2004,Hr. Secondary/Intermediate/Pre-University,6,3,9
MEGHALAYA,23,2004,Diploma,0,0,0
MEGHALAYA,23,2004,Graduate,1,0,1
MEGHALAYA,23,2004,Post Graduate and Above,1,0,1
MEGHALAYA,23,2005,No Education,16,6,22
MEGHALAYA,23,2005,Primary,15,6,21
MEGHALAYA,23,2005,Middle,12,5,17
MEGHALAYA,23,2005,Matriculate/Secondary,6,2,8
MEGHALAYA,23,2005,Hr. Secondary/Intermediate/Pre-University,1,1,2
MEGHALAYA,23,2005,Diploma,0,0,0
MEGHALAYA,23,2005,Graduate,0,1,1
MEGHALAYA,23,2005,Post Graduate and Above,0,0,0
MEGHALAYA,23,2006,No Education,6,1,7
MEGHALAYA,23,2006,Primary,12,6,18
MEGHALAYA,23,2006,Middle,28,11,39
MEGHALAYA,23,2006,Matriculate/Secondary,13,5,18
MEGHALAYA,23,2006,Hr. Secondary/Intermediate/Pre-University,9,0,9
MEGHALAYA,23,2006,Diploma,0,0,0
MEGHALAYA,23,2006,Graduate,0,0,0
MEGHALAYA,23,2006,Post Graduate and Above,1,0,1
MEGHALAYA,23,2007,No Education,15,7,22
MEGHALAYA,23,2007,Primary,7,1,8
MEGHALAYA,23,2007,Middle,19,9,28
MEGHALAYA,23,2007,Matriculate/Secondary,14,7,21
MEGHALAYA,23,2007,Hr. Secondary/Intermediate/Pre-University,5,3,8
MEGHALAYA,23,2007,Diploma,0,0,0
MEGHALAYA,23,2007,Graduate,0,0,0
MEGHALAYA,23,2007,Post Graduate and Above,0,0,0
MEGHALAYA,23,2008,No Education,15,8,23
MEGHALAYA,23,2008,Primary,3,3,6
MEGHALAYA,23,2008,Middle,17,6,23
MEGHALAYA,23,2008,Matriculate/Secondary,12,7,19
MEGHALAYA,23,2008,Hr. Secondary/Intermediate/Pre-University,10,3,13
MEGHALAYA,23,2008,Diploma,0,0,0
MEGHALAYA,23,2008,Graduate,0,1,1
MEGHALAYA,23,2008,Post Graduate and Above,0,0,0
MEGHALAYA,23,2009,No Education,9,6,15
MEGHALAYA,23,2009,Primary,10,3,13
MEGHALAYA,23,2009,Middle,17,19,36
MEGHALAYA,23,2009,Matriculate/Secondary,13,8,21
MEGHALAYA,23,2009,Hr. Secondary/Intermediate/Pre-University,17,9,26
MEGHALAYA,23,2009,Diploma,0,0,0
MEGHALAYA,23,2009,Graduate,1,0,1
MEGHALAYA,23,2009,Post Graduate and Above,0,0,0
MEGHALAYA,23,2010,No Education,15,11,26
MEGHALAYA,23,2010,Primary,31,5,36
MEGHALAYA,23,2010,Middle,15,9,24
MEGHALAYA,23,2010,Matriculate/Secondary,15,3,18
MEGHALAYA,23,2010,Hr. Secondary/Intermediate/Pre-University,2,0,2
MEGHALAYA,23,2010,Diploma,0,0,0
MEGHALAYA,23,2010,Graduate,2,0,2
MEGHALAYA,23,2010,Post Graduate and Above,0,0,0
MEGHALAYA,23,2011,No Education,15,3,18
MEGHALAYA,23,2011,Primary,21,17,38
MEGHALAYA,23,2011,Middle,22,9,31
MEGHALAYA,23,2011,Matriculate/Secondary,25,6,31
MEGHALAYA,23,2011,Hr. Secondary/Intermediate/Pre-University,13,2,15
MEGHALAYA,23,2011,Diploma,10,0,10
MEGHALAYA,23,2011,Graduate,5,3,8
MEGHALAYA,23,2011,Post Graduate and Above,0,2,2
MEGHALAYA,23,2012,No Education,18,11,29
MEGHALAYA,23,2012,Primary,29,14,43
MEGHALAYA,23,2012,Middle,20,6,26
MEGHALAYA,23,2012,Matriculate/Secondary,23,6,29
MEGHALAYA,23,2012,Hr. Secondary/Intermediate/Pre-University,0,1,1
MEGHALAYA,23,2012,Diploma,0,0,0
MEGHALAYA,23,2012,Graduate,0,0,0
MEGHALAYA,23,2012,Post Graduate and Above,0,0,0
MEGHALAYA,23,2013,No Education,17,9,26
MEGHALAYA,23,2013,Primary,25,11,36
MEGHALAYA,23,2013,Middle,36,15,51
MEGHALAYA,23,2013,Matriculate/Secondary,18,4,22
MEGHALAYA,23,2013,Hr. Secondary/Intermediate/Pre-University,0,0,0
MEGHALAYA,23,2013,Diploma,0,0,0
MEGHALAYA,23,2013,Graduate,0,2,2
MEGHALAYA,23,2013,Post Graduate and Above,0,0,0
MEGHALAYA,23,2014,No Education,11,4,15
MEGHALAYA,23,2014,Primary,12,7,19
MEGHALAYA,23,2014,Middle,14,4,18
MEGHALAYA,23,2014,Matriculate/Secondary,13,2,15
MEGHALAYA,23,2014,Hr. Secondary/Intermediate/Pre-University,3,1,4
MEGHALAYA,23,2014,Diploma,0,0,0
MEGHALAYA,23,2014,Graduate,0,0,0
MEGHALAYA,23,2014,Post Graduate and Above,0,0,0
MIZORAM,24,2001,No Education,0,0,0
MIZORAM,24,2001,Primary,4,2,6
MIZORAM,24,2001,Middle,21,3,24
MIZORAM,24,2001,Matriculate/Secondary,12,2,14
MIZORAM,24,2001,Hr. Secondary/Intermediate/Pre-University,9,1,10
MIZORAM,24,2001,Diploma,0,0,0
MIZORAM,24,2001,Graduate,0,0,0
MIZORAM,24,2001,Post Graduate and Above,0,0,0
MIZORAM,24,2002,No Education,8,0,8
MIZORAM,24,2002,Primary,16,7,23
MIZORAM,24,2002,Middle,25,3,28
MIZORAM,24,2002,Matriculate/Secondary,5,0,5
MIZORAM,24,2002,Hr. Secondary/Intermediate/Pre-University,1,0,1
MIZORAM,24,2002,Diploma,0,0,0
MIZORAM,24,2002,Graduate,1,0,1
MIZORAM,24,2002,Post Graduate and Above,0,0,0
MIZORAM,24,2003,No Education,0,1,1
MIZORAM,24,2003,Primary,16,3,19
MIZORAM,24,2003,Middle,16,5,21
MIZORAM,24,2003,Matriculate/Secondary,8,2,10
MIZORAM,24,2003,Hr. Secondary/Intermediate/Pre-University,1,0,1
MIZORAM,24,2003,Diploma,0,0,0
MIZORAM,24,2003,Graduate,0,0,0
MIZORAM,24,2003,Post Graduate and Above,0,0,0
MIZORAM,24,2004,No Education,5,0,5
MIZORAM,24,2004,Primary,15,4,19
MIZORAM,24,2004,Middle,26,1,27
MIZORAM,24,2004,Matriculate/Secondary,5,0,5
MIZORAM,24,2004,Hr. Secondary/Intermediate/Pre-University,1,1,2
MIZORAM,24,2004,Diploma,1,0,1
MIZORAM,24,2004,Graduate,0,1,1
MIZORAM,24,2004,Post Graduate and Above,0,0,0
MIZORAM,24,2005,No Education,5,0,5
MIZORAM,24,2005,Primary,16,3,19
MIZORAM,24,2005,Middle,22,4,26
MIZORAM,24,2005,Matriculate/Secondary,3,1,4
MIZORAM,24,2005,Hr. Secondary/Intermediate/Pre-University,0,0,0
MIZORAM,24,2005,Diploma,0,0,0
MIZORAM,24,2005,Graduate,1,0,1
MIZORAM,24,2005,Post Graduate and Above,0,0,0
MIZORAM,24,2006,No Education,4,0,4
MIZORAM,24,2006,Primary,10,4,14
MIZORAM,24,2006,Middle,26,3,29
MIZORAM,24,2006,Matriculate/Secondary,6,0,6
MIZORAM,24,2006,Hr. Secondary/Intermediate/Pre-University,0,0,0
MIZORAM,24,2006,Diploma,14,3,17
MIZORAM,24,2006,Graduate,0,0,0
MIZORAM,24,2006,Post Graduate and Above,0,0,0
MIZORAM,24,2007,No Education,2,2,4
MIZORAM,24,2007,Primary,2,0,2
MIZORAM,24,2007,Middle,0,0,0
MIZORAM,24,2007,Matriculate/Secondary,7,2,9
MIZORAM,24,2007,Hr. Secondary/Intermediate/Pre-University,9,1,10
MIZORAM,24,2007,Diploma,0,0,0
MIZORAM,24,2007,Graduate,2,1,3
MIZORAM,24,2007,Post Graduate and Above,0,0,0
MIZORAM,24,2008,No Education,0,2,2
MIZORAM,24,2008,Primary,5,2,7
MIZORAM,24,2008,Middle,22,1,23
MIZORAM,24,2008,Matriculate/Secondary,7,0,7
MIZORAM,24,2008,Hr. Secondary/Intermediate/Pre-University,1,1,2
MIZORAM,24,2008,Diploma,0,0,0
MIZORAM,24,2008,Graduate,0,0,0
MIZORAM,24,2008,Post Graduate and Above,0,0,0
MIZORAM,24,2009,No Education,4,1,5
MIZORAM,24,2009,Primary,16,1,17
MIZORAM,24,2009,Middle,42,5,47
MIZORAM,24,2009,Matriculate/Secondary,0,0,0
MIZORAM,24,2009,Hr. Secondary/Intermediate/Pre-University,0,0,0
MIZORAM,24,2009,Diploma,0,0,0
MIZORAM,24,2009,Graduate,0,0,0
MIZORAM,24,2009,Post Graduate and Above,0,0,0
MIZORAM,24,2010,No Education,1,4,5
MIZORAM,24,2010,Primary,25,3,28
MIZORAM,24,2010,Middle,30,2,32
MIZORAM,24,2010,Matriculate/Secondary,9,0,9
MIZORAM,24,2010,Hr. Secondary/Intermediate/Pre-University,2,0,2
MIZORAM,24,2010,Diploma,0,0,0
MIZORAM,24,2010,Graduate,0,0,0
MIZORAM,24,2010,Post Graduate and Above,0,0,0
MIZORAM,24,2011,No Education,0,1,1
MIZORAM,24,2011,Primary,27,1,28
MIZORAM,24,2011,Middle,28,5,33
MIZORAM,24,2011,Matriculate/Secondary,17,5,22
MIZORAM,24,2011,Hr. Secondary/Intermediate/Pre-University,5,1,6
MIZORAM,24,2011,Diploma,0,0,0
MIZORAM,24,2011,Graduate,0,0,0
MIZORAM,24,2011,Post Graduate and Above,0,0,0
MIZORAM,24,2012,No Education,51,2,53
MIZORAM,24,2012,Primary,11,5,16
MIZORAM,24,2012,Middle,60,7,67
MIZORAM,24,2012,Matriculate/Secondary,33,2,35
MIZORAM,24,2012,Hr. Secondary/Intermediate/Pre-University,2,0,2
MIZORAM,24,2012,Diploma,0,0,0
