STATE.UT,Year,id,CAUSE,Male.upto.14.years,Male.15.29.years,Male.30.44.years,Male.45.59.years,Male.60.years.and.above,Total.Male,Female.upto.14.years,Female.15.29.years,Female.30.44.years,Female.45.59.years,Female.60.years.and.above,Total.Female,Total.upto.14.years,Total.15.29.years,Total.30.44.years,Total.45.59.years,Total.60.years.and.above,Total
MEGHALAYA,2014,23,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2014,23,Students,2,10,0,0,0,12,2,8,0,0,0,10,4,18,0,0,0,22
MEGHALAYA,2014,23,Unemployed,0,3,3,1,0,7,0,2,0,0,0,2,0,5,3,1,0,9
MEGHALAYA,2014,23,Agriculture (Total),0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2
MEGHALAYA,2014,23,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,24,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,24,Service (Government),0,2,1,0,0,3,0,0,0,0,0,0,0,2,1,0,0,3
MIZORAM,2001,24,Service (Private),0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
MIZORAM,2001,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,24,Students,1,11,0,0,0,12,0,1,0,0,0,1,1,12,0,0,0,13
MIZORAM,2001,24,Unemployed,2,2,4,1,0,9,0,2,1,2,0,5,2,4,5,3,0,14
MIZORAM,2001,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,24,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,24,Retired Persons,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MIZORAM,2002,24,House Wife,0,0,0,0,0,0,0,2,1,2,0,5,0,2,1,2,0,5
MIZORAM,2002,24,Service (Government),0,3,2,3,0,8,0,0,0,0,0,0,0,3,2,3,0,8
MIZORAM,2002,24,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,24,Public Sector Undertaking,0,0,3,1,0,4,0,0,0,0,0,0,0,0,3,1,0,4
MIZORAM,2002,24,Students,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
MIZORAM,2002,24,Unemployed,0,14,3,2,0,19,0,1,0,0,0,1,0,15,3,2,0,20
MIZORAM,2002,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,24,Agriculture (Total),0,0,2,1,0,3,0,0,0,0,0,0,0,0,2,1,0,3
MIZORAM,2002,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,24,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,24,Service (Government),0,1,2,1,0,4,0,0,0,0,0,0,0,1,2,1,0,4
MIZORAM,2003,24,Service (Private),0,4,1,0,0,5,0,0,0,0,0,0,0,4,1,0,0,5
MIZORAM,2003,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,24,Students,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
MIZORAM,2003,24,Unemployed,0,4,5,0,0,9,0,0,0,0,0,0,0,4,5,0,0,9
MIZORAM,2003,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,24,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,24,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,24,Service (Government),0,3,1,0,0,4,0,0,0,0,0,0,0,3,1,0,0,4
MIZORAM,2004,24,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,24,Public Sector Undertaking,0,0,4,1,0,5,0,0,0,0,0,0,0,0,4,1,0,5
MIZORAM,2004,24,Students,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
MIZORAM,2004,24,Unemployed,0,11,5,2,0,18,0,3,0,0,0,3,0,14,5,2,0,21
MIZORAM,2004,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,24,Agriculture (Total),0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2
MIZORAM,2004,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,24,House Wife,0,0,0,0,0,0,0,0,2,1,0,3,0,0,2,1,0,3
MIZORAM,2005,24,Service (Government),0,1,3,0,0,4,0,0,0,0,0,0,0,1,3,0,0,4
MIZORAM,2005,24,Service (Private),0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MIZORAM,2005,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,24,Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,24,Unemployed,0,8,5,0,0,13,0,1,1,0,0,2,0,9,6,0,0,15
MIZORAM,2005,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,24,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,24,House Wife,0,0,0,0,0,0,0,1,0,3,0,4,0,1,0,3,0,4
MIZORAM,2006,24,Service (Government),0,2,2,1,0,5,0,0,0,0,0,0,0,2,2,1,0,5
MIZORAM,2006,24,Service (Private),0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3
MIZORAM,2006,24,Public Sector Undertaking,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3
MIZORAM,2006,24,Students,0,2,2,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4
MIZORAM,2006,24,Unemployed,0,5,0,1,0,6,0,0,0,0,0,0,0,5,0,1,0,6
MIZORAM,2006,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,24,Agriculture (Total),0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MIZORAM,2006,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,24,House Wife,0,0,0,0,0,0,0,0,1,2,0,3,0,0,1,2,0,3
MIZORAM,2007,24,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,24,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,24,Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,24,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,24,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,24,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,24,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,24,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,24,Students,0,3,0,0,0,3,0,0,2,0,0,2,0,3,2,0,0,5
MIZORAM,2008,24,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,24,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,24,House Wife,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
MIZORAM,2009,24,Service (Government),0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MIZORAM,2009,24,Service (Private),0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2
MIZORAM,2009,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,24,Students,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
MIZORAM,2009,24,Unemployed,0,1,5,0,0,6,0,0,0,0,0,0,0,1,5,0,0,6
MIZORAM,2009,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,24,Agriculture (Total),1,16,14,1,1,33,0,2,1,2,0,5,1,18,15,3,1,38
MIZORAM,2009,24,Retired Persons,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MIZORAM,2010,24,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,24,Service (Government),0,10,10,2,1,23,0,4,0,0,0,4,0,14,10,2,1,27
MIZORAM,2010,24,Service (Private),2,0,0,0,0,2,0,0,1,0,0,1,2,0,1,0,0,3
MIZORAM,2010,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,24,Students,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2
MIZORAM,2010,24,Unemployed,0,10,5,3,1,19,0,2,0,0,0,2,0,12,5,3,1,21
MIZORAM,2010,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,24,Agriculture (Total),0,4,0,1,0,5,0,0,0,0,0,0,0,4,0,1,0,5
MIZORAM,2010,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,24,House Wife,0,0,0,0,0,0,0,0,5,1,0,6,0,0,5,1,0,6
MIZORAM,2011,24,Service (Government),0,0,1,3,0,4,0,0,0,0,0,0,0,0,1,3,0,4
MIZORAM,2011,24,Service (Private),0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3
MIZORAM,2011,24,Public Sector Undertaking,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
MIZORAM,2011,24,Students,2,10,0,0,0,12,0,1,0,0,0,1,2,11,0,0,0,13
MIZORAM,2011,24,Unemployed,0,15,11,0,0,26,0,1,0,0,0,1,0,16,11,0,0,27
MIZORAM,2011,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,24,Agriculture (Total),0,3,5,4,1,13,0,0,1,0,0,1,0,3,6,4,1,14
MIZORAM,2011,24,Retired Persons,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MIZORAM,2012,24,House Wife,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
MIZORAM,2012,24,Service (Government),0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2
MIZORAM,2012,24,Service (Private),3,0,13,0,0,16,0,4,0,0,0,4,3,4,13,0,0,20
MIZORAM,2012,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,24,Students,0,1,5,0,0,6,0,1,0,0,0,1,0,2,5,0,0,7
MIZORAM,2012,24,Unemployed,2,28,17,10,6,63,3,0,0,0,0,3,5,28,17,10,6,66
MIZORAM,2012,24,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,24,Agriculture (Total),0,3,5,1,0,9,0,0,0,1,0,1,0,3,5,2,0,10
MIZORAM,2012,24,Retired Persons,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,4
MIZORAM,2013,24,House Wife,0,0,0,0,0,0,0,1,3,1,0,5,0,1,3,1,0,5
MIZORAM,2013,24,Service (Government),0,3,2,1,0,6,0,0,0,0,0,0,0,3,2,1,0,6
MIZORAM,2013,24,Service (Private),0,4,1,2,0,7,0,0,0,0,0,0,0,4,1,2,0,7
MIZORAM,2013,24,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2013,24,Students,1,5,0,0,0,6,0,2,0,0,0,2,1,7,0,0,0,8
MIZORAM,2013,24,Unemployed,0,23,11,4,0,38,0,1,1,0,0,2,0,24,12,4,0,40
MIZORAM,2013,24,Professional Activity,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MIZORAM,2013,24,Agriculture (Total),0,1,4,1,0,6,0,0,0,0,0,0,0,1,4,1,0,6
MIZORAM,2013,24,Retired Persons,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MIZORAM,2014,24,House Wife,0,0,0,0,0,0,0,3,1,1,0,5,0,3,1,1,0,5
MIZORAM,2014,24,Service (Government),0,4,4,0,0,8,0,0,0,0,0,0,0,4,4,0,0,8
MIZORAM,2014,24,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2014,24,Public Sector Undertaking,0,3,0,2,0,5,0,0,0,0,0,0,0,3,0,2,0,5
MIZORAM,2014,24,Students,4,7,0,0,0,11,0,4,0,0,0,4,4,11,0,0,0,15
MIZORAM,2014,24,Unemployed,0,14,6,3,1,24,0,0,0,0,0,0,0,14,6,3,1,24
MIZORAM,2014,24,Agriculture (Total),0,0,2,2,0,4,0,0,0,0,1,1,0,0,2,2,1,5
MIZORAM,2014,24,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2001,25,House Wife,0,0,0,0,0,0,0,2,4,0,0,6,0,2,4,0,0,6
NAGALAND,2001,25,Service (Government),0,1,3,1,0,5,0,0,1,0,0,1,0,1,4,1,0,6
NAGALAND,2001,25,Service (Private),0,1,3,0,0,4,0,1,0,0,0,1,0,2,3,0,0,5
NAGALAND,2001,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2001,25,Students,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
NAGALAND,2001,25,Unemployed,0,5,7,1,0,13,0,4,0,2,0,6,0,9,7,3,0,19
NAGALAND,2001,25,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2001,25,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2001,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002,25,House Wife,0,0,0,0,0,0,0,2,1,0,0,3,0,2,1,0,0,3
NAGALAND,2002,25,Service (Government),0,2,8,0,0,10,0,0,0,0,0,0,0,2,8,0,0,10
NAGALAND,2002,25,Service (Private),0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NAGALAND,2002,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002,25,Students,1,0,0,0,0,1,1,1,1,0,0,3,2,1,1,0,0,4
NAGALAND,2002,25,Unemployed,0,0,3,0,0,3,0,0,1,0,0,1,0,0,4,0,0,4
NAGALAND,2002,25,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002,25,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2002,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003,25,House Wife,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,4
NAGALAND,2003,25,Service (Government),0,0,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7
NAGALAND,2003,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003,25,Students,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2
NAGALAND,2003,25,Unemployed,0,3,1,0,0,4,0,0,0,0,0,0,0,3,1,0,0,4
NAGALAND,2003,25,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003,25,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004,25,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004,25,Service (Government),0,1,5,0,0,6,0,0,0,0,0,0,0,1,5,0,0,6
NAGALAND,2004,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004,25,Public Sector Undertaking,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
NAGALAND,2004,25,Students,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
NAGALAND,2004,25,Unemployed,0,2,3,0,0,5,0,0,0,0,0,0,0,2,3,0,0,5
NAGALAND,2004,25,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004,25,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,25,House Wife,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
NAGALAND,2005,25,Service (Government),0,0,7,2,0,9,0,0,1,0,0,1,0,0,8,2,0,10
NAGALAND,2005,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,25,Students,0,3,0,0,0,3,0,2,0,0,0,2,0,5,0,0,0,5
NAGALAND,2005,25,Unemployed,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NAGALAND,2005,25,Professional Activity,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NAGALAND,2005,25,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006,25,House Wife,0,0,0,0,0,0,0,0,4,1,0,5,0,0,4,1,0,5
NAGALAND,2006,25,Service (Government),0,3,2,0,0,5,0,0,0,0,0,0,0,3,2,0,0,5
NAGALAND,2006,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006,25,Students,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2
NAGALAND,2006,25,Unemployed,1,4,2,0,0,7,0,0,0,0,0,0,1,4,2,0,0,7
NAGALAND,2006,25,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006,25,Agriculture (Total),0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,2
NAGALAND,2006,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,25,House Wife,0,0,0,0,0,0,0,1,4,0,0,5,0,1,4,0,0,5
NAGALAND,2007,25,Service (Government),0,1,0,4,0,5,0,0,0,0,0,0,0,1,0,4,0,5
NAGALAND,2007,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,25,Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,25,Unemployed,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
NAGALAND,2007,25,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,25,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2007,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,25,House Wife,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,4
NAGALAND,2008,25,Service (Government),0,0,4,0,0,4,0,1,0,0,0,1,0,1,4,0,0,5
NAGALAND,2008,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,25,Students,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3
NAGALAND,2008,25,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,25,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2008,25,Agriculture (Total),0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
NAGALAND,2008,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2009,25,House Wife,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,2
NAGALAND,2009,25,Service (Government),0,1,2,2,0,5,0,0,0,0,0,0,0,1,2,2,0,5
NAGALAND,2009,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2009,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2009,25,Students,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
NAGALAND,2009,25,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2009,25,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2009,25,Agriculture (Total),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
NAGALAND,2009,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,25,House Wife,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
NAGALAND,2010,25,Service (Government),0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2
NAGALAND,2010,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,25,Students,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
NAGALAND,2010,25,Unemployed,0,2,2,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4
NAGALAND,2010,25,Professional Activity,0,1,2,0,0,3,0,0,0,0,0,0,0,1,2,0,0,3
NAGALAND,2010,25,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2010,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2011,25,House Wife,0,0,0,0,0,0,0,2,2,0,0,4,0,2,2,0,0,4
NAGALAND,2011,25,Service (Government),0,1,6,0,0,7,0,0,0,0,0,0,0,1,6,0,0,7
NAGALAND,2011,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2011,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2011,25,Students,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2
NAGALAND,2011,25,Unemployed,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NAGALAND,2011,25,Professional Activity,0,1,3,5,0,9,0,0,0,0,0,0,0,1,3,5,0,9
NAGALAND,2011,25,Agriculture (Total),0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2
NAGALAND,2011,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2012,25,House Wife,0,0,0,0,0,0,0,2,1,0,0,3,0,2,1,0,0,3
NAGALAND,2012,25,Service (Government),0,3,2,1,0,6,0,0,0,0,0,0,0,3,2,1,0,6
NAGALAND,2012,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2012,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2012,25,Students,0,2,0,0,0,2,1,1,0,0,0,2,1,3,0,0,0,4
NAGALAND,2012,25,Unemployed,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NAGALAND,2012,25,Professional Activity,0,0,2,1,0,3,0,0,0,0,0,0,0,0,2,1,0,3
NAGALAND,2012,25,Agriculture (Total),0,4,2,2,0,8,0,1,0,0,0,1,0,5,2,2,0,9
NAGALAND,2012,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2013,25,House Wife,0,0,0,0,0,0,0,3,0,1,2,6,0,3,0,1,2,6
NAGALAND,2013,25,Service (Government),0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4
NAGALAND,2013,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2013,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2013,25,Students,1,2,0,0,0,3,0,3,0,0,0,3,1,5,0,0,0,6
NAGALAND,2013,25,Unemployed,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
NAGALAND,2013,25,Professional Activity,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
NAGALAND,2013,25,Agriculture (Total),0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,2
NAGALAND,2013,25,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2014,25,House Wife,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
NAGALAND,2014,25,Service (Government),0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
NAGALAND,2014,25,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2014,25,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2014,25,Students,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2
