STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Transgender upto 14 years,Transgender 15-29 years,Transgender 30-44 years,Transgender 45-59 years,Transgender 60 years and above,Total Transgender,Grand Total
Manipur,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Love affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Causes not known,2,6,3,1,1,13,1,3,0,0,0,4,0,0,0,0,0,0,17
Manipur,2014,Other causes,0,6,5,5,0,16,0,2,1,0,0,3,0,0,0,0,0,0,19
Manipur,2014,Total,2,12,9,7,1,31,1,13,5,0,0,19,0,0,0,0,0,0,50
Meghalaya,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Marriage Related Issues,0,1,4,1,0,6,0,2,1,0,0,3,0,0,0,0,0,0,9
Meghalaya,2014,Non Settlement of Marriage,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3
Meghalaya,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Others,0,0,4,0,0,4,0,1,1,0,0,2,0,0,0,0,0,0,6
Meghalaya,2014,Failure in Examination,1,3,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,6
Meghalaya,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Other Family problems,0,3,5,3,1,12,0,1,1,0,1,3,0,0,0,0,0,0,15
Meghalaya,2014,Illness,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Meghalaya,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Other prolonged illness,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Meghalaya,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Drug abuse/addiction,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Meghalaya,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Love affairs,0,5,0,0,0,5,0,7,0,0,0,7,0,0,0,0,0,0,12
Meghalaya,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Unemployment,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Meghalaya,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Suspected/Illicit relation,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Meghalaya,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Meghalaya,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Causes not known,1,11,9,5,2,28,1,3,2,0,0,6,0,0,0,0,0,0,34
Meghalaya,2014,Other causes,0,5,4,4,0,13,1,1,0,0,0,2,0,0,0,0,0,0,15
Meghalaya,2014,Total,2,31,25,13,4,75,3,15,5,0,1,24,0,0,0,0,0,0,99
Mizoram,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Marriage Related Issues,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3
Mizoram,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Divorce,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mizoram,2014,Others,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Mizoram,2014,Failure in Examination,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mizoram,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Other Family problems,2,18,14,5,4,43,0,8,1,2,0,11,0,0,0,0,0,0,54
Mizoram,2014,Illness,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Mizoram,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Insanity/Mental illness,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mizoram,2014,Other prolonged illness,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mizoram,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Drug abuse/addiction,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Mizoram,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Love affairs,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Mizoram,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Causes not known,1,11,12,4,0,28,0,1,0,0,1,2,0,0,0,0,0,0,30
Mizoram,2014,Other causes,0,8,8,2,1,19,0,0,0,1,0,1,0,0,0,0,0,0,20
Mizoram,2014,Total,4,41,38,12,5,100,0,11,1,3,1,16,0,0,0,0,0,0,116
Nagaland,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Marriage Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Other Family problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Other prolonged illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Love affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Causes not known,0,2,2,0,0,4,0,2,1,0,0,3,0,0,0,0,0,0,7
Nagaland,2014,Other causes,0,2,1,1,1,5,0,1,0,0,0,1,0,0,0,0,0,0,6
Nagaland,2014,Total,0,4,3,1,1,9,0,3,1,0,0,4,0,0,0,0,0,0,13
Odisha,2014,Bankruptcy or indebtedness,0,0,2,2,8,12,0,0,1,0,0,1,0,0,0,0,0,0,13
Odisha,2014,Marriage Related Issues,0,67,40,12,0,119,0,181,85,3,0,269,0,0,0,0,0,0,388
Odisha,2014,Non Settlement of Marriage,0,20,11,0,0,31,0,44,35,0,0,79,0,0,0,0,0,0,110
Odisha,2014,Dowry Related Issues,0,2,0,0,0,2,0,68,12,0,0,80,0,0,0,0,0,0,82
Odisha,2014,Extra Marital affairs,0,9,5,1,0,15,0,2,3,0,0,5,0,0,0,0,0,0,20
Odisha,2014,Divorce,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5
Odisha,2014,Others,0,36,24,11,0,71,0,62,35,3,0,100,0,0,0,0,0,0,171
Odisha,2014,Failure in Examination,2,65,0,0,0,67,2,48,0,0,0,50,0,0,0,0,0,0,117
Odisha,2014,Impotency/Infertility,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
Odisha,2014,Other Family problems,1,102,170,114,24,411,6,112,133,69,17,337,0,0,0,0,0,0,748
Odisha,2014,Illness,2,62,78,85,38,265,6,33,39,19,11,108,0,0,0,0,0,0,373
Odisha,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2014,Cancer,0,0,6,21,0,27,0,0,0,0,1,1,0,0,0,0,0,0,28
Odisha,2014,Paralysis,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16
Odisha,2014,Insanity/Mental illness,1,22,18,11,8,60,0,14,12,2,2,30,0,0,0,0,0,0,90
Odisha,2014,Other prolonged illness,1,40,54,37,30,162,6,19,27,17,8,77,0,0,0,0,0,0,239
Odisha,2014,Death of dear person,0,0,1,2,2,5,0,1,0,1,0,2,0,0,0,0,0,0,7
Odisha,2014,Drug abuse/addiction,0,7,29,32,0,68,0,0,1,0,0,1,0,0,0,0,0,0,69
Odisha,2014,Fall in social reputation,0,3,5,5,4,17,0,5,5,0,0,10,0,0,0,0,0,0,27
Odisha,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2014,Love affairs,2,107,13,1,0,123,0,138,13,1,0,152,0,0,0,0,0,0,275
Odisha,2014,Poverty,0,4,2,1,0,7,0,0,1,4,0,5,0,0,0,0,0,0,12
Odisha,2014,Unemployment,0,53,24,0,0,77,0,9,8,0,0,17,0,0,0,0,0,0,94
Odisha,2014,Property dispute,0,6,10,13,1,30,0,4,4,0,0,8,0,0,0,0,0,0,38
Odisha,2014,Suspected/Illicit relation,0,13,9,1,0,23,0,3,2,0,0,5,0,0,0,0,0,0,28
Odisha,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,9,3,0,0,12,0,0,0,0,0,0,12
Odisha,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Odisha,2014,Professional/Career Problem,0,10,7,0,0,17,0,6,0,0,0,6,0,0,0,0,0,0,23
Odisha,2014,Causes not known,13,138,83,63,38,335,9,163,102,89,2,365,0,0,0,0,0,0,700
Odisha,2014,Other causes,5,348,207,143,49,752,13,237,117,92,22,481,0,0,0,0,0,0,1233
Odisha,2014,Total,25,985,680,474,164,2328,36,951,515,278,52,1832,0,0,0,0,0,0,4160
Punjab,2014,Bankruptcy or indebtedness,0,2,2,1,0,5,0,0,1,2,0,3,0,0,0,0,0,0,8
Punjab,2014,Marriage Related Issues,0,14,7,1,0,22,0,23,14,0,1,38,0,0,0,0,0,0,60
Punjab,2014,Non Settlement of Marriage,0,9,3,0,0,12,0,8,5,0,0,13,0,0,0,0,0,0,25
Punjab,2014,Dowry Related Issues,0,0,0,0,0,0,0,9,2,0,0,11,0,0,0,0,0,0,11
Punjab,2014,Extra Marital affairs,0,0,1,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,4
Punjab,2014,Divorce,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2
Punjab,2014,Others,0,5,3,1,0,9,0,6,2,0,1,9,0,0,0,0,0,0,18
Punjab,2014,Failure in Examination,1,23,0,0,0,24,1,9,0,0,0,10,0,0,0,0,0,0,34
Punjab,2014,Impotency/Infertility,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
Punjab,2014,Other Family problems,2,57,46,23,6,134,0,23,16,6,0,45,0,0,0,0,0,0,179
Punjab,2014,Illness,1,101,106,50,16,274,1,30,27,10,6,74,0,0,0,0,0,0,348
Punjab,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2014,Cancer,0,3,0,0,0,3,0,3,1,0,1,5,0,0,0,0,0,0,8
Punjab,2014,Paralysis,0,1,3,0,3,7,0,1,4,2,0,7,0,0,0,0,0,0,14
Punjab,2014,Insanity/Mental illness,1,79,86,28,10,204,0,24,14,6,3,47,0,0,0,0,0,0,251
Punjab,2014,Other prolonged illness,0,18,17,22,3,60,1,2,8,2,2,15,0,0,0,0,0,0,75
Punjab,2014,Death of dear person,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Punjab,2014,Drug abuse/addiction,0,16,17,4,1,38,0,0,0,0,0,0,0,0,0,0,0,0,38
Punjab,2014,Fall in social reputation,0,1,4,3,0,8,0,0,0,1,0,1,0,0,0,0,0,0,9
Punjab,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2014,Love affairs,0,9,1,0,0,10,0,10,5,0,0,15,0,0,0,0,0,0,25
Punjab,2014,Poverty,0,1,4,0,0,5,0,1,2,0,0,3,0,0,0,0,0,0,8
Punjab,2014,Unemployment,0,3,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,4
Punjab,2014,Property dispute,0,4,2,1,0,7,0,0,1,0,0,1,0,0,0,0,0,0,8
Punjab,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2
Punjab,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2014,Causes not known,0,16,12,16,1,45,0,10,3,0,0,13,0,0,0,0,0,0,58
Punjab,2014,Other causes,1,69,30,33,0,133,0,13,4,8,0,25,0,0,0,0,0,0,158
Punjab,2014,Total,5,316,231,132,26,710,2,121,76,27,7,233,0,0,0,0,0,0,943
Rajasthan,2014,Bankruptcy or indebtedness,0,4,11,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16
Rajasthan,2014,Marriage Related Issues,0,28,14,4,1,47,0,28,15,2,1,46,0,0,0,0,0,0,93
Rajasthan,2014,Non Settlement of Marriage,0,7,1,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,9
Rajasthan,2014,Dowry Related Issues,0,3,3,0,0,6,0,13,4,0,0,17,0,0,0,0,0,0,23
Rajasthan,2014,Extra Marital affairs,0,7,5,0,0,12,0,6,5,1,0,12,0,0,0,0,0,0,24
Rajasthan,2014,Divorce,0,2,1,0,0,3,0,1,1,0,0,2,0,0,0,0,0,0,5
Rajasthan,2014,Others,0,9,4,4,1,18,0,8,4,1,1,14,0,0,0,0,0,0,32
Rajasthan,2014,Failure in Examination,0,58,0,0,0,58,1,25,0,0,0,26,0,0,0,0,0,0,84
Rajasthan,2014,Impotency/Infertility,0,2,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,4
Rajasthan,2014,Other Family problems,3,192,189,57,16,457,2,133,57,14,3,209,0,0,0,0,0,0,666
Rajasthan,2014,Illness,2,100,120,98,35,355,1,37,43,34,13,128,0,0,0,0,0,0,483
Rajasthan,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2014,Cancer,0,1,1,2,2,6,0,0,1,1,3,5,0,0,0,0,0,0,11
Rajasthan,2014,Paralysis,0,0,5,1,1,7,0,0,0,1,0,1,0,0,0,0,0,0,8
Rajasthan,2014,Insanity/Mental illness,1,73,69,60,15,218,1,33,35,22,7,98,0,0,0,0,0,0,316
Rajasthan,2014,Other prolonged illness,1,26,45,35,17,124,0,4,7,10,3,24,0,0,0,0,0,0,148
Rajasthan,2014,Death of dear person,0,2,2,0,1,5,0,2,0,0,0,2,0,0,0,0,0,0,7
Rajasthan,2014,Drug abuse/addiction,0,27,18,12,4,61,0,1,1,0,0,2,0,0,0,0,0,0,63
Rajasthan,2014,Fall in social reputation,0,0,1,1,1,3,0,2,0,0,0,2,0,0,0,0,0,0,5
Rajasthan,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Rajasthan,2014,Love affairs,0,54,7,1,0,62,1,39,5,0,0,45,0,0,0,0,0,0,107
Rajasthan,2014,Poverty,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Rajasthan,2014,Unemployment,0,17,4,3,0,24,0,1,0,0,0,1,0,0,0,0,0,0,25
Rajasthan,2014,Property dispute,0,10,15,8,4,37,0,1,2,1,0,4,0,0,0,0,0,0,41
Rajasthan,2014,Suspected/Illicit relation,0,5,1,0,0,6,0,4,0,0,0,4,0,0,0,0,0,0,10
Rajasthan,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Rajasthan,2014,Professional/Career Problem,0,4,5,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11
Rajasthan,2014,Causes not known,5,169,153,66,18,411,4,72,45,16,3,140,0,0,0,0,0,0,551
Rajasthan,2014,Other causes,32,732,573,277,61,1675,26,312,220,44,9,611,0,0,0,0,0,0,2286
Rajasthan,2014,Total,42,1405,1115,532,141,3235,35,660,389,111,29,1224,0,0,0,0,0,0,4459
Sikkim,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Marriage Related Issues,0,2,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,4
Sikkim,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Extra Marital affairs,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3
Sikkim,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Others,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Sikkim,2014,Failure in Examination,0,2,0,0,0,2,1,5,0,0,0,6,0,0,0,0,0,0,8
Sikkim,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Other Family problems,0,10,6,1,0,17,0,4,4,1,0,9,0,0,0,0,0,0,26
Sikkim,2014,Illness,0,3,2,3,2,10,0,3,2,1,1,7,0,0,0,0,0,0,17
Sikkim,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Insanity/Mental illness,0,1,1,2,0,4,0,2,2,0,0,4,0,0,0,0,0,0,8
Sikkim,2014,Other prolonged illness,0,2,1,1,2,6,0,1,0,1,1,3,0,0,0,0,0,0,9
Sikkim,2014,Death of dear person,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Sikkim,2014,Drug abuse/addiction,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sikkim,2014,Fall in social reputation,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sikkim,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Love affairs,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,3
Sikkim,2014,Poverty,1,9,0,0,0,10,0,0,1,1,1,3,0,0,0,0,0,0,13
Sikkim,2014,Unemployment,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Sikkim,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Causes not known,1,10,7,8,0,26,2,8,4,4,0,18,0,0,0,0,0,0,44
Sikkim,2014,Other causes,4,20,35,21,7,87,2,13,13,5,2,35,0,0,0,0,0,0,122
Sikkim,2014,Total,6,62,51,33,9,161,6,36,25,12,4,83,0,0,0,0,0,0,244
Tamil Nadu,2014,Bankruptcy or indebtedness,0,25,60,30,6,121,0,9,21,13,2,45,0,0,0,0,0,0,166
Tamil Nadu,2014,Marriage Related Issues,0,92,55,35,4,186,0,113,53,15,2,183,0,0,0,0,0,0,369
Tamil Nadu,2014,Non Settlement of Marriage,0,36,23,12,1,72,0,24,17,1,0,42,0,0,0,0,0,0,114
Tamil Nadu,2014,Dowry Related Issues,0,0,0,0,0,0,0,30,6,0,0,36,0,0,0,0,0,0,36
Tamil Nadu,2014,Extra Marital affairs,0,3,1,0,0,4,0,5,3,0,2,10,0,0,0,0,0,0,14
Tamil Nadu,2014,Divorce,0,10,6,12,1,29,0,16,6,2,0,24,0,0,0,0,0,0,53
Tamil Nadu,2014,Others,0,43,25,11,2,81,0,38,21,12,0,71,0,0,0,0,0,0,152
Tamil Nadu,2014,Failure in Examination,12,122,0,0,0,134,13,100,0,0,0,113,0,0,0,0,0,0,247
Tamil Nadu,2014,Impotency/Infertility,0,1,1,2,1,5,1,10,8,3,0,22,0,0,0,0,0,0,27
Tamil Nadu,2014,Other Family problems,11,1084,1431,893,239,3658,13,917,619,267,97,1913,0,1,0,0,0,1,5572
Tamil Nadu,2014,Illness,17,744,931,842,499,3033,27,602,383,281,186,1479,0,2,0,0,0,2,4514
Tamil Nadu,2014,AIDS/STD,0,3,6,4,0,13,0,0,3,2,0,5,0,0,0,0,0,0,18
Tamil Nadu,2014,Cancer,0,6,13,15,15,49,0,16,9,12,6,43,0,0,0,0,0,0,92
Tamil Nadu,2014,Paralysis,0,7,16,11,5,39,0,4,2,10,5,21,0,0,0,0,0,0,60
Tamil Nadu,2014,Insanity/Mental illness,1,166,195,183,104,649,4,117,94,53,36,304,0,0,0,0,0,0,953
Tamil Nadu,2014,Other prolonged illness,16,562,701,629,375,2283,23,465,275,204,139,1106,0,2,0,0,0,2,3391
