STATE/UT,Year,CAUSE,Male,Female,Transgender,Total
MANIPUR,2001,Total,24,17,0,41
MANIPUR,2002,Never Married,9,4,0,13
MANIPUR,2002,Married,21,5,0,26
MANIPUR,2002,Widowed/Widower,0,0,0,0
MANIPUR,2002,Divorcee,0,0,0,0
MANIPUR,2002,Seperated,0,0,0,0
MANIPUR,2002,Total,30,9,0,39
MANIPUR,2003,Never Married,9,3,0,12
MANIPUR,2003,Married,12,2,0,14
MANIPUR,2003,Widowed/Widower,0,0,0,0
MANIPUR,2003,Divorcee,0,0,0,0
MANIPUR,2003,Seperated,0,0,0,0
MANIPUR,2003,Total,21,5,0,26
MANIPUR,2004,Never Married,13,8,0,21
MANIPUR,2004,Married,19,1,0,20
MANIPUR,2004,Widowed/Widower,0,0,0,0
MANIPUR,2004,Divorcee,0,0,0,0
MANIPUR,2004,Seperated,0,0,0,0
MANIPUR,2004,Total,32,9,0,41
MANIPUR,2005,Never Married,8,2,0,10
MANIPUR,2005,Married,15,2,0,17
MANIPUR,2005,Widowed/Widower,0,0,0,0
MANIPUR,2005,Divorcee,0,0,0,0
MANIPUR,2005,Seperated,0,0,0,0
MANIPUR,2005,Total,23,4,0,27
MANIPUR,2006,Never Married,9,9,0,18
MANIPUR,2006,Married,14,3,0,17
MANIPUR,2006,Widowed/Widower,1,0,0,1
MANIPUR,2006,Divorcee,0,0,0,0
MANIPUR,2006,Seperated,0,0,0,0
MANIPUR,2006,Total,24,12,0,36
MANIPUR,2007,Never Married,10,1,0,11
MANIPUR,2007,Married,18,10,0,28
MANIPUR,2007,Widowed/Widower,0,0,0,0
MANIPUR,2007,Divorcee,0,0,0,0
MANIPUR,2007,Seperated,0,0,0,0
MANIPUR,2007,Total,28,11,0,39
MANIPUR,2008,Never Married,5,4,0,9
MANIPUR,2008,Married,18,7,0,25
MANIPUR,2008,Widowed/Widower,0,0,0,0
MANIPUR,2008,Divorcee,0,0,0,0
MANIPUR,2008,Seperated,0,0,0,0
MANIPUR,2008,Total,23,11,0,34
MANIPUR,2009,Never Married,7,4,0,11
MANIPUR,2009,Married,11,5,0,16
MANIPUR,2009,Widowed/Widower,0,0,0,0
MANIPUR,2009,Divorcee,0,0,0,0
MANIPUR,2009,Seperated,0,0,0,0
MANIPUR,2009,Total,18,9,0,27
MANIPUR,2010,Never Married,11,4,0,15
MANIPUR,2010,Married,13,8,0,21
MANIPUR,2010,Widowed/Widower,0,1,0,1
MANIPUR,2010,Divorcee,0,0,0,0
MANIPUR,2010,Seperated,0,0,0,0
MANIPUR,2010,Total,24,13,0,37
MANIPUR,2011,Never Married,6,6,0,12
MANIPUR,2011,Married,12,9,0,21
MANIPUR,2011,Widowed/Widower,0,0,0,0
MANIPUR,2011,Divorcee,0,0,0,0
MANIPUR,2011,Seperated,0,0,0,0
MANIPUR,2011,Total,18,15,0,33
MANIPUR,2012,Never Married,12,9,0,21
MANIPUR,2012,Married,11,8,0,19
MANIPUR,2012,Widowed/Widower,0,1,0,1
MANIPUR,2012,Divorcee,0,0,0,0
MANIPUR,2012,Seperated,0,0,0,0
MANIPUR,2012,Total,23,18,0,41
MEGHALAYA,2001,Never Married,29,8,0,37
MEGHALAYA,2001,Married,35,7,0,42
MEGHALAYA,2001,Widowed/Widower,5,2,0,7
MEGHALAYA,2001,Divorcee,0,0,0,0
MEGHALAYA,2001,Seperated,0,1,0,1
MEGHALAYA,2001,Total,69,18,0,87
MEGHALAYA,2002,Never Married,23,6,0,29
MEGHALAYA,2002,Married,26,11,0,37
MEGHALAYA,2002,Widowed/Widower,0,1,0,1
MEGHALAYA,2002,Divorcee,0,0,0,0
MEGHALAYA,2002,Seperated,0,0,0,0
MEGHALAYA,2002,Total,49,18,0,67
MEGHALAYA,2003,Never Married,9,6,0,15
MEGHALAYA,2003,Married,17,1,0,18
MEGHALAYA,2003,Widowed/Widower,5,2,0,7
MEGHALAYA,2003,Divorcee,0,0,0,0
MEGHALAYA,2003,Seperated,1,0,0,1
MEGHALAYA,2003,Total,32,9,0,41
MEGHALAYA,2004,Never Married,16,8,0,24
MEGHALAYA,2004,Married,20,8,0,28
MEGHALAYA,2004,Widowed/Widower,2,0,0,2
MEGHALAYA,2004,Divorcee,0,0,0,0
MEGHALAYA,2004,Seperated,1,0,0,1
MEGHALAYA,2004,Total,39,16,0,55
MEGHALAYA,2005,Never Married,17,7,0,24
MEGHALAYA,2005,Married,32,14,0,46
MEGHALAYA,2005,Widowed/Widower,0,0,0,0
MEGHALAYA,2005,Divorcee,0,0,0,0
MEGHALAYA,2005,Seperated,1,0,0,1
MEGHALAYA,2005,Total,50,21,0,71
MEGHALAYA,2006,Never Married,20,10,0,30
MEGHALAYA,2006,Married,46,13,0,59
MEGHALAYA,2006,Widowed/Widower,2,0,0,2
MEGHALAYA,2006,Divorcee,0,0,0,0
MEGHALAYA,2006,Seperated,1,0,0,1
MEGHALAYA,2006,Total,69,23,0,92
MEGHALAYA,2007,Never Married,30,14,0,44
MEGHALAYA,2007,Married,24,12,0,36
MEGHALAYA,2007,Widowed/Widower,2,0,0,2
MEGHALAYA,2007,Divorcee,1,0,0,1
MEGHALAYA,2007,Seperated,3,1,0,4
MEGHALAYA,2007,Total,60,27,0,87
MEGHALAYA,2008,Never Married,16,12,0,28
MEGHALAYA,2008,Married,36,14,0,50
MEGHALAYA,2008,Widowed/Widower,4,2,0,6
MEGHALAYA,2008,Divorcee,0,0,0,0
MEGHALAYA,2008,Seperated,1,0,0,1
MEGHALAYA,2008,Total,57,28,0,85
MEGHALAYA,2009,Never Married,15,16,0,31
MEGHALAYA,2009,Married,37,23,0,60
MEGHALAYA,2009,Widowed/Widower,6,3,0,9
MEGHALAYA,2009,Divorcee,8,3,0,11
MEGHALAYA,2009,Seperated,1,0,0,1
MEGHALAYA,2009,Total,67,45,0,112
MEGHALAYA,2010,Never Married,27,12,0,39
MEGHALAYA,2010,Married,50,15,0,65
MEGHALAYA,2010,Widowed/Widower,2,1,0,3
MEGHALAYA,2010,Divorcee,0,0,0,0
MEGHALAYA,2010,Seperated,1,0,0,1
MEGHALAYA,2010,Total,80,28,0,108
MEGHALAYA,2011,Never Married,55,18,0,73
MEGHALAYA,2011,Married,50,22,0,72
MEGHALAYA,2011,Widowed/Widower,4,2,0,6
MEGHALAYA,2011,Divorcee,2,0,0,2
MEGHALAYA,2011,Seperated,0,0,0,0
MEGHALAYA,2011,Total,111,42,0,153
MEGHALAYA,2012,Never Married,30,20,0,50
MEGHALAYA,2012,Married,58,16,0,74
MEGHALAYA,2012,Widowed/Widower,2,1,0,3
MEGHALAYA,2012,Divorcee,0,1,0,1
MEGHALAYA,2012,Seperated,0,0,0,0
MEGHALAYA,2012,Total,90,38,0,128
MIZORAM,2001,Never Married,21,4,0,25
MIZORAM,2001,Married,18,2,0,20
MIZORAM,2001,Widowed/Widower,0,0,0,0
MIZORAM,2001,Divorcee,6,2,0,8
MIZORAM,2001,Seperated,1,0,0,1
MIZORAM,2001,Total,46,8,0,54
MIZORAM,2002,Never Married,15,2,0,17
MIZORAM,2002,Married,32,7,0,39
MIZORAM,2002,Widowed/Widower,1,1,0,2
MIZORAM,2002,Divorcee,4,0,0,4
MIZORAM,2002,Seperated,4,0,0,4
MIZORAM,2002,Total,56,10,0,66
MIZORAM,2003,Never Married,20,2,0,22
MIZORAM,2003,Married,16,6,0,22
MIZORAM,2003,Widowed/Widower,0,0,0,0
MIZORAM,2003,Divorcee,0,0,0,0
MIZORAM,2003,Seperated,5,3,0,8
MIZORAM,2003,Total,41,11,0,52
MIZORAM,2004,Never Married,18,1,0,19
MIZORAM,2004,Married,26,5,0,31
MIZORAM,2004,Widowed/Widower,2,1,0,3
MIZORAM,2004,Divorcee,4,0,0,4
MIZORAM,2004,Seperated,3,0,0,3
MIZORAM,2004,Total,53,7,0,60
MIZORAM,2005,Never Married,17,4,0,21
MIZORAM,2005,Married,30,4,0,34
MIZORAM,2005,Widowed/Widower,0,0,0,0
MIZORAM,2005,Divorcee,0,0,0,0
MIZORAM,2005,Seperated,0,0,0,0
MIZORAM,2005,Total,47,8,0,55
MIZORAM,2006,Never Married,22,3,0,25
MIZORAM,2006,Married,35,7,0,42
MIZORAM,2006,Widowed/Widower,0,0,0,0
MIZORAM,2006,Divorcee,0,0,0,0
MIZORAM,2006,Seperated,3,0,0,3
MIZORAM,2006,Total,60,10,0,70
MIZORAM,2007,Never Married,4,1,0,5
MIZORAM,2007,Married,3,1,0,4
MIZORAM,2007,Widowed/Widower,0,1,0,1
MIZORAM,2007,Divorcee,13,2,0,15
MIZORAM,2007,Seperated,2,1,0,3
MIZORAM,2007,Total,22,6,0,28
MIZORAM,2008,Never Married,12,2,0,14
MIZORAM,2008,Married,21,2,0,23
MIZORAM,2008,Widowed/Widower,0,2,0,2
MIZORAM,2008,Divorcee,0,0,0,0
MIZORAM,2008,Seperated,2,0,0,2
MIZORAM,2008,Total,35,6,0,41
MIZORAM,2009,Never Married,31,4,0,35
MIZORAM,2009,Married,20,3,0,23
MIZORAM,2009,Widowed/Widower,2,0,0,2
MIZORAM,2009,Divorcee,2,0,0,2
MIZORAM,2009,Seperated,7,0,0,7
MIZORAM,2009,Total,62,7,0,69
MIZORAM,2010,Never Married,33,5,0,38
MIZORAM,2010,Married,16,4,0,20
MIZORAM,2010,Widowed/Widower,0,0,0,0
MIZORAM,2010,Divorcee,11,0,0,11
MIZORAM,2010,Seperated,7,0,0,7
MIZORAM,2010,Total,67,9,0,76
MIZORAM,2011,Never Married,27,5,0,32
MIZORAM,2011,Married,40,5,0,45
MIZORAM,2011,Widowed/Widower,0,2,0,2
MIZORAM,2011,Divorcee,9,1,0,10
MIZORAM,2011,Seperated,1,0,0,1
MIZORAM,2011,Total,77,13,0,90
MIZORAM,2012,Never Married,73,14,0,87
MIZORAM,2012,Married,44,0,0,44
MIZORAM,2012,Widowed/Widower,4,0,0,4
MIZORAM,2012,Divorcee,0,0,0,0
MIZORAM,2012,Seperated,36,2,0,38
MIZORAM,2012,Total,157,16,0,173
NAGALAND,2001,Never Married,10,5,0,15
NAGALAND,2001,Married,15,9,0,24
NAGALAND,2001,Widowed/Widower,0,1,0,1
NAGALAND,2001,Divorcee,0,0,0,0
NAGALAND,2001,Seperated,0,0,0,0
NAGALAND,2001,Total,25,15,0,40
NAGALAND,2002,Never Married,9,3,0,12
NAGALAND,2002,Married,10,4,0,14
NAGALAND,2002,Widowed/Widower,0,1,0,1
NAGALAND,2002,Divorcee,0,0,0,0
NAGALAND,2002,Seperated,0,0,0,0
NAGALAND,2002,Total,19,8,0,27
NAGALAND,2003,Never Married,3,1,0,4
NAGALAND,2003,Married,11,4,0,15
NAGALAND,2003,Widowed/Widower,0,0,0,0
NAGALAND,2003,Divorcee,0,0,0,0
NAGALAND,2003,Seperated,3,0,0,3
NAGALAND,2003,Total,17,5,0,22
NAGALAND,2004,Never Married,12,3,0,15
NAGALAND,2004,Married,13,3,0,16
NAGALAND,2004,Widowed/Widower,0,0,0,0
NAGALAND,2004,Divorcee,0,0,0,0
NAGALAND,2004,Seperated,0,0,0,0
NAGALAND,2004,Total,25,6,0,31
NAGALAND,2005,Never Married,10,3,0,13
NAGALAND,2005,Married,10,2,0,12
NAGALAND,2005,Widowed/Widower,0,0,0,0
NAGALAND,2005,Divorcee,0,0,0,0
NAGALAND,2005,Seperated,1,1,0,2
NAGALAND,2005,Total,21,6,0,27
NAGALAND,2006,Never Married,10,3,0,13
NAGALAND,2006,Married,9,6,0,15
NAGALAND,2006,Widowed/Widower,0,0,0,0
NAGALAND,2006,Divorcee,0,0,0,0
NAGALAND,2006,Seperated,0,0,0,0
NAGALAND,2006,Total,19,9,0,28
NAGALAND,2007,Never Married,8,3,0,11
NAGALAND,2007,Married,9,4,0,13
NAGALAND,2007,Widowed/Widower,0,0,0,0
NAGALAND,2007,Divorcee,0,0,0,0
NAGALAND,2007,Seperated,0,0,0,0
NAGALAND,2007,Total,17,7,0,24
NAGALAND,2008,Never Married,14,4,0,18
NAGALAND,2008,Married,18,6,0,24
NAGALAND,2008,Widowed/Widower,0,0,0,0
NAGALAND,2008,Divorcee,0,0,0,0
NAGALAND,2008,Seperated,0,0,0,0
NAGALAND,2008,Total,32,10,0,42
NAGALAND,2009,Never Married,13,2,0,15
NAGALAND,2009,Married,12,4,0,16
NAGALAND,2009,Widowed/Widower,0,0,0,0
NAGALAND,2009,Divorcee,0,0,0,0
NAGALAND,2009,Seperated,0,0,0,0
NAGALAND,2009,Total,25,6,0,31
NAGALAND,2010,Never Married,3,0,0,3
NAGALAND,2010,Married,8,1,0,9
NAGALAND,2010,Widowed/Widower,0,0,0,0
NAGALAND,2010,Divorcee,0,0,0,0
NAGALAND,2010,Seperated,0,0,0,0
NAGALAND,2010,Total,11,1,0,12
NAGALAND,2011,Never Married,10,3,0,13
NAGALAND,2011,Married,15,5,0,20
NAGALAND,2011,Widowed/Widower,0,0,0,0
NAGALAND,2011,Divorcee,0,0,0,0
NAGALAND,2011,Seperated,0,0,0,0
NAGALAND,2011,Total,25,8,0,33
NAGALAND,2012,Never Married,12,4,0,16
NAGALAND,2012,Married,11,2,0,13
NAGALAND,2012,Widowed/Widower,0,0,0,0
NAGALAND,2012,Divorcee,1,0,0,1
NAGALAND,2012,Seperated,0,0,0,0
NAGALAND,2012,Total,24,6,0,30
ODISHA,2001,Never Married,576,503,0,1079
ODISHA,2001,Married,1294,1181,0,2475
ODISHA,2001,Widowed/Widower,99,117,0,216
ODISHA,2001,Divorcee,13,33,0,46
ODISHA,2001,Seperated,107,129,0,236
ODISHA,2001,Total,2089,1963,0,4052
ODISHA,2002,Never Married,688,513,0,1201
ODISHA,2002,Married,1681,1008,0,2689
ODISHA,2002,Widowed/Widower,197,133,0,330
ODISHA,2002,Divorcee,25,33,0,58
ODISHA,2002,Seperated,40,70,0,110
ODISHA,2002,Total,2631,1757,0,4388
ODISHA,2003,Never Married,606,439,0,1045
ODISHA,2003,Married,1871,1047,0,2918
ODISHA,2003,Widowed/Widower,166,108,0,274
ODISHA,2003,Divorcee,40,47,0,87
ODISHA,2003,Seperated,57,39,0,96
ODISHA,2003,Total,2740,1680,0,4420
ODISHA,2004,Never Married,652,396,0,1048
ODISHA,2004,Married,1806,1097,0,2903
ODISHA,2004,Widowed/Widower,38,95,0,133
ODISHA,2004,Divorcee,15,46,0,61
ODISHA,2004,Seperated,33,37,0,70
ODISHA,2004,Total,2544,1671,0,4215
ODISHA,2005,Never Married,839,419,0,1258
ODISHA,2005,Married,1621,1016,0,2637
ODISHA,2005,Widowed/Widower,55,99,0,154
ODISHA,2005,Divorcee,4,39,0,43
ODISHA,2005,Seperated,35,81,0,116
ODISHA,2005,Total,2554,1654,0,4208
ODISHA,2006,Never Married,588,383,0,971
ODISHA,2006,Married,1686,1178,0,2864
ODISHA,2006,Widowed/Widower,67,74,0,141
ODISHA,2006,Divorcee,13,31,0,44
ODISHA,2006,Seperated,19,26,0,45
ODISHA,2006,Total,2373,1692,0,4065
ODISHA,2007,Never Married,792,453,0,1245
ODISHA,2007,Married,1589,1233,0,2822
ODISHA,2007,Widowed/Widower,71,92,0,163
ODISHA,2007,Divorcee,19,23,0,42
ODISHA,2007,Seperated,17,19,0,36
ODISHA,2007,Total,2488,1820,0,4308
ODISHA,2008,Never Married,802,392,0,1194
ODISHA,2008,Married,2205,1153,0,3358
ODISHA,2008,Widowed/Widower,74,112,0,186
ODISHA,2008,Divorcee,20,36,0,56
ODISHA,2008,Seperated,54,56,0,110
ODISHA,2008,Total,3155,1749,0,4904
ODISHA,2009,Never Married,741,468,0,1209
ODISHA,2009,Married,1645,1118,0,2763
ODISHA,2009,Widowed/Widower,113,128,0,241
ODISHA,2009,Divorcee,29,36,0,65
ODISHA,2009,Seperated,39,48,0,87
ODISHA,2009,Total,2567,1798,0,4365
ODISHA,2010,Never Married,633,446,0,1079
ODISHA,2010,Married,1624,1157,0,2781
ODISHA,2010,Widowed/Widower,90,111,0,201
ODISHA,2010,Divorcee,12,47,0,59
ODISHA,2010,Seperated,71,64,0,135
ODISHA,2010,Total,2430,1825,0,4255
ODISHA,2011,Never Married,778,530,0,1308
ODISHA,2011,Married,1935,1330,0,3265
ODISHA,2011,Widowed/Widower,216,168,0,384
ODISHA,2011,Divorcee,17,58,0,75
ODISHA,2011,Seperated,114,95,0,209
ODISHA,2011,Total,3060,2181,0,5241
ODISHA,2012,Never Married,835,563,0,1398
ODISHA,2012,Married,1911,1361,0,3272
ODISHA,2012,Widowed/Widower,67,123,0,190
ODISHA,2012,Divorcee,19,28,0,47
ODISHA,2012,Seperated,64,56,0,120
ODISHA,2012,Total,2896,2131,0,5027
PUNJAB,2001,Never Married,110,34,0,144
PUNJAB,2001,Married,234,104,0,338
PUNJAB,2001,Widowed/Widower,25,19,0,44
PUNJAB,2001,Divorcee,12,42,0,54
PUNJAB,2001,Seperated,15,53,0,68
PUNJAB,2001,Total,396,252,0,648
PUNJAB,2002,Never Married,109,28,0,137
PUNJAB,2002,Married,266,79,0,345
PUNJAB,2002,Widowed/Widower,19,1,0,20
PUNJAB,2002,Divorcee,0,1,0,1
PUNJAB,2002,Seperated,3,1,0,4
PUNJAB,2002,Total,397,110,0,507
PUNJAB,2003,Never Married,127,30,0,157
PUNJAB,2003,Married,201,78,0,279
PUNJAB,2003,Widowed/Widower,29,13,0,42
PUNJAB,2003,Divorcee,68,3,0,71
PUNJAB,2003,Seperated,81,1,0,82
PUNJAB,2003,Total,506,125,0,631
PUNJAB,2004,Never Married,176,37,0,213
PUNJAB,2004,Married,252,83,0,335
PUNJAB,2004,Widowed/Widower,62,8,0,70
PUNJAB,2004,Divorcee,14,1,0,15
PUNJAB,2004,Seperated,12,0,0,12
PUNJAB,2004,Total,516,129,0,645
PUNJAB,2005,Never Married,143,27,0,170
PUNJAB,2005,Married,297,77,0,374
PUNJAB,2005,Widowed/Widower,21,2,0,23
PUNJAB,2005,Divorcee,9,0,0,9
PUNJAB,2005,Seperated,12,0,0,12
PUNJAB,2005,Total,482,106,0,588
PUNJAB,2006,Never Married,187,48,0,235
PUNJAB,2006,Married,406,104,0,510
PUNJAB,2006,Widowed/Widower,7,7,0,14
PUNJAB,2006,Divorcee,4,0,0,4
PUNJAB,2006,Seperated,6,3,0,9
PUNJAB,2006,Total,610,162,0,772
PUNJAB,2007,Never Married,198,68,0,266
PUNJAB,2007,Married,418,138,0,556
PUNJAB,2007,Widowed/Widower,7,9,0,16
PUNJAB,2007,Divorcee,0,0,0,0
PUNJAB,2007,Seperated,9,0,0,9
PUNJAB,2007,Total,632,215,0,847
PUNJAB,2008,Never Married,220,70,0,290
PUNJAB,2008,Married,404,149,0,553
PUNJAB,2008,Widowed/Widower,10,6,0,16
PUNJAB,2008,Divorcee,4,1,0,5
PUNJAB,2008,Seperated,5,0,0,5
PUNJAB,2008,Total,643,226,0,869
PUNJAB,2009,Never Married,218,55,0,273
PUNJAB,2009,Married,392,146,0,538
PUNJAB,2009,Widowed/Widower,16,8,0,24
PUNJAB,2009,Divorcee,1,2,0,3
PUNJAB,2009,Seperated,8,1,0,9
PUNJAB,2009,Total,635,212,0,847
PUNJAB,2010,Never Married,251,74,0,325
PUNJAB,2010,Married,445,122,0,567
PUNJAB,2010,Widowed/Widower,14,4,0,18
PUNJAB,2010,Divorcee,6,1,0,7
PUNJAB,2010,Seperated,3,0,0,3
PUNJAB,2010,Total,719,201,0,920
PUNJAB,2011,Never Married,258,66,0,324
PUNJAB,2011,Married,485,142,0,627
PUNJAB,2011,Widowed/Widower,1,3,0,4
PUNJAB,2011,Divorcee,0,0,0,0
PUNJAB,2011,Seperated,11,0,0,11
PUNJAB,2011,Total,755,211,0,966
PUNJAB,2012,Never Married,299,70,0,369
PUNJAB,2012,Married,470,169,0,639
PUNJAB,2012,Widowed/Widower,4,3,0,7
PUNJAB,2012,Divorcee,1,4,0,5
PUNJAB,2012,Seperated,10,0,0,10
PUNJAB,2012,Total,784,246,0,1030
RAJASTHAN,2001,Never Married,507,323,0,830
RAJASTHAN,2001,Married,1356,816,0,2172
RAJASTHAN,2001,Widowed/Widower,57,66,0,123
RAJASTHAN,2001,Divorcee,10,10,0,20
RAJASTHAN,2001,Seperated,29,21,0,50
RAJASTHAN,2001,Total,1959,1236,0,3195
RAJASTHAN,2002,Never Married,588,280,0,868
RAJASTHAN,2002,Married,1422,799,0,2221
RAJASTHAN,2002,Widowed/Widower,45,52,0,97
RAJASTHAN,2002,Divorcee,12,8,0,20
RAJASTHAN,2002,Seperated,25,17,0,42
RAJASTHAN,2002,Total,2092,1156,0,3248
RAJASTHAN,2003,Never Married,639,306,0,945
RAJASTHAN,2003,Married,1665,890,0,2555
RAJASTHAN,2003,Widowed/Widower,62,45,0,107
RAJASTHAN,2003,Divorcee,9,17,0,26
RAJASTHAN,2003,Seperated,14,14,0,28
RAJASTHAN,2003,Total,2389,1272,0,3661
RAJASTHAN,2004,Never Married,605,243,0,848
RAJASTHAN,2004,Married,1828,922,0,2750
RAJASTHAN,2004,Widowed/Widower,35,36,0,71
RAJASTHAN,2004,Divorcee,7,13,0,20
RAJASTHAN,2004,Seperated,11,25,0,36
RAJASTHAN,2004,Total,2486,1239,0,3725
RAJASTHAN,2005,Never Married,924,256,0,1180
RAJASTHAN,2005,Married,1869,1015,0,2884
RAJASTHAN,2005,Widowed/Widower,48,25,0,73
RAJASTHAN,2005,Divorcee,6,6,0,12
RAJASTHAN,2005,Seperated,11,18,0,29
RAJASTHAN,2005,Total,2858,1320,0,4178
RAJASTHAN,2006,Never Married,871,332,0,1203
RAJASTHAN,2006,Married,1958,976,0,2934
RAJASTHAN,2006,Widowed/Widower,34,21,0,55
RAJASTHAN,2006,Divorcee,9,7,0,16
RAJASTHAN,2006,Seperated,38,17,0,55
RAJASTHAN,2006,Total,2910,1353,0,4263
RAJASTHAN,2007,Never Married,960,264,0,1224
RAJASTHAN,2007,Married,2112,946,0,3058
RAJASTHAN,2007,Widowed/Widower,53,37,0,90
RAJASTHAN,2007,Divorcee,11,13,0,24
RAJASTHAN,2007,Seperated,18,23,0,41
RAJASTHAN,2007,Total,3154,1283,0,4437
RAJASTHAN,2008,Never Married,1043,357,0,1400
RAJASTHAN,2008,Married,2421,1094,0,3515
RAJASTHAN,2008,Widowed/Widower,108,74,0,182
RAJASTHAN,2008,Divorcee,14,14,0,28
RAJASTHAN,2008,Seperated,16,25,0,41
RAJASTHAN,2008,Total,3602,1564,0,5166
RAJASTHAN,2009,Never Married,874,393,0,1267
RAJASTHAN,2009,Married,2527,1090,0,3617
RAJASTHAN,2009,Widowed/Widower,77,49,0,126
RAJASTHAN,2009,Divorcee,7,8,0,15
RAJASTHAN,2009,Seperated,26,14,0,40
RAJASTHAN,2009,Total,3511,1554,0,5065
RAJASTHAN,2010,Never Married,949,390,0,1339
RAJASTHAN,2010,Married,2300,1101,0,3401
RAJASTHAN,2010,Widowed/Widower,74,42,0,116
RAJASTHAN,2010,Divorcee,8,6,0,14
RAJASTHAN,2010,Seperated,34,16,0,50
RAJASTHAN,2010,Total,3365,1555,0,4920
RAJASTHAN,2011,Never Married,776,315,0,1091
RAJASTHAN,2011,Married,2163,958,0,3121
RAJASTHAN,2011,Widowed/Widower,47,38,0,85
RAJASTHAN,2011,Divorcee,8,5,0,13
RAJASTHAN,2011,Seperated,22,16,0,38
RAJASTHAN,2011,Total,3016,1332,0,4348
RAJASTHAN,2012,Never Married,846,429,0,1275
RAJASTHAN,2012,Married,2273,1082,0,3355
RAJASTHAN,2012,Widowed/Widower,72,51,0,123
RAJASTHAN,2012,Divorcee,19,14,0,33
RAJASTHAN,2012,Seperated,17,18,0,35
RAJASTHAN,2012,Total,3227,1594,0,4821
SIKKIM,2001,Never Married,16,14,0,30
SIKKIM,2001,Married,41,17,0,58
SIKKIM,2001,Widowed/Widower,2,0,0,2
SIKKIM,2001,Divorcee,0,0,0,0
SIKKIM,2001,Seperated,3,1,0,4
SIKKIM,2001,Total,62,32,0,94
SIKKIM,2002,Never Married,12,6,0,18
SIKKIM,2002,Married,29,8,0,37
SIKKIM,2002,Widowed/Widower,6,3,0,9
SIKKIM,2002,Divorcee,3,2,0,5
SIKKIM,2002,Seperated,4,5,0,9
SIKKIM,2002,Total,54,24,0,78
SIKKIM,2003,Never Married,26,9,0,35
SIKKIM,2003,Married,38,26,0,64
SIKKIM,2003,Widowed/Widower,3,2,0,5
SIKKIM,2003,Divorcee,0,0,0,0
SIKKIM,2003,Seperated,1,0,0,1
SIKKIM,2003,Total,68,37,0,105
SIKKIM,2004,Never Married,0,1,0,1
SIKKIM,2004,Married,56,41,0,97
SIKKIM,2004,Widowed/Widower,0,0,0,0
SIKKIM,2004,Divorcee,0,0,0,0
SIKKIM,2004,Seperated,0,0,0,0
SIKKIM,2004,Total,56,42,0,98
SIKKIM,2005,Never Married,23,15,0,38
SIKKIM,2005,Married,38,23,0,61
SIKKIM,2005,Widowed/Widower,0,5,0,5
SIKKIM,2005,Divorcee,0,2,0,2
SIKKIM,2005,Seperated,1,2,0,3
SIKKIM,2005,Total,62,47,0,109
SIKKIM,2006,Never Married,37,14,0,51
SIKKIM,2006,Married,34,30,0,64
SIKKIM,2006,Widowed/Widower,18,2,0,20
SIKKIM,2006,Divorcee,0,1,0,1
SIKKIM,2006,Seperated,9,0,0,9
SIKKIM,2006,Total,98,47,0,145
SIKKIM,2007,Never Married,17,7,0,24
SIKKIM,2007,Married,40,20,0,60
SIKKIM,2007,Widowed/Widower,7,5,0,12
SIKKIM,2007,Divorcee,11,2,0,13
SIKKIM,2007,Seperated,9,4,0,13
SIKKIM,2007,Total,84,38,0,122
SIKKIM,2008,Never Married,72,18,0,90
SIKKIM,2008,Married,138,47,0,185
SIKKIM,2008,Widowed/Widower,4,4,0,8
SIKKIM,2008,Divorcee,2,2,0,4
SIKKIM,2008,Seperated,0,0,0,0
SIKKIM,2008,Total,216,71,0,287
SIKKIM,2009,Never Married,49,59,0,108
SIKKIM,2009,Married,28,29,0,57
SIKKIM,2009,Widowed/Widower,18,13,0,31
SIKKIM,2009,Divorcee,9,9,0,18
SIKKIM,2009,Seperated,18,9,0,27
SIKKIM,2009,Total,122,119,0,241
SIKKIM,2010,Never Married,96,15,0,111
SIKKIM,2010,Married,117,17,0,134
SIKKIM,2010,Widowed/Widower,10,7,0,17
SIKKIM,2010,Divorcee,5,2,0,7
SIKKIM,2010,Seperated,7,4,0,11
SIKKIM,2010,Total,235,45,0,280
SIKKIM,2011,Never Married,17,29,0,46
SIKKIM,2011,Married,82,36,0,118
SIKKIM,2011,Widowed/Widower,2,7,0,9
SIKKIM,2011,Divorcee,3,3,0,6
SIKKIM,2011,Seperated,3,2,0,5
SIKKIM,2011,Total,107,77,0,184
SIKKIM,2012,Never Married,23,20,0,43
SIKKIM,2012,Married,45,45,0,90
SIKKIM,2012,Widowed/Widower,7,10,0,17
SIKKIM,2012,Divorcee,13,5,0,18
SIKKIM,2012,Seperated,8,5,0,13
SIKKIM,2012,Total,96,85,0,181
TAMIL NADU,2001,Never Married,1379,795,0,2174
TAMIL NADU,2001,Married,4944,2833,0,7777
TAMIL NADU,2001,Widowed/Widower,377,304,0,681
TAMIL NADU,2001,Divorcee,49,35,0,84
TAMIL NADU,2001,Seperated,379,195,0,574
TAMIL NADU,2001,Total,7128,4162,0,11290
TAMIL NADU,2002,Never Married,1255,817,0,2072
TAMIL NADU,2002,Married,4863,2817,0,7680
TAMIL NADU,2002,Widowed/Widower,405,307,0,712
TAMIL NADU,2002,Divorcee,67,93,0,160
TAMIL NADU,2002,Seperated,393,227,0,620
TAMIL NADU,2002,Total,6983,4261,0,11244
TAMIL NADU,2003,Never Married,1311,914,0,2225
